准确率,精确率,召回率,F1分数,备注
0.9641255605381166,0.7848837209302325,0.9782608695652174,0.8709677419354839,
0.9659192825112107,0.7976190476190477,0.9710144927536232,0.8758169934640523,将词集模型改为词袋模型
0.9838565022421525,0.910958904109589,0.9637681159420289,0.9366197183098591,拉普拉斯平滑（词集模型）
0.97847533632287,0.88,0.9565217391304348,0.9166666666666666,拉普拉斯平滑（词袋模型）
